artist,country,date_recorded,download_link,file_type,gender,is_duet,language,location,no_of_comments,no_of_followers,no_of_following,no_of_likes,no_of_recordings,no_of_views,recording_id,recording_link,song_title,user_avatar,user_group,user_name,days
Celine Dion,Philippines,2016-01-17,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/3736a17530ab8c2fee2da0615daf71b8_1.mp4,vid,,False,en,en,0,2,0,1,1,19,554166,https://www.redkaraoke.com/profile/tating/recordings/554166,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,tating,645
Celine Dion,Indonesia,2016-05-17,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/05439d98a92a3a854f5ae991cd8bc920_1.mp4,vid,woman,False,en,en,0,4,0,1,9,10,716704,https://www.redkaraoke.com/profile/dewikusumawardani/recordings/716704,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7541413_1.gif,2,dewikusumawardani,524
Celine Dion,Mexico,2014-04-13,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/b2d6d82ddd43d8e511f324a63f3d1a46_1.mp3,mp3,woman,False,es,en,1,7,5,1,21,65,1630113,https://www.redkaraoke.com/profile/lriquer/recordings/1630113,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic2645839_1.gif,2,lriquer,1289
Celine Dion,France,2016-01-09,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/f07e51c158fb4a6084a75f3bd7c70fe0_1.mp3,mp3,,False,en,en,0,15,0,1,5,21,547188,https://www.redkaraoke.com/profile/Blueetmoi/recordings/547188,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,9,Blueetmoi,653
Celine Dion,Vietnam,2016-03-16,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/17755711549109781d68b5c393dd9398_1.mp4,vid,,False,en,en,0,1,0,1,2,10,629085,https://www.redkaraoke.com/profile/leehanchi/recordings/629085,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,leehanchi,586
Celine Dion,France,2016-06-18,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/5c31ad25179cb506c6dac2eb16f4503c_1.mp3,mp3,,False,en,en,0,3,0,1,3,6,759007,https://www.redkaraoke.com/profile/justinelaura/recordings/759007,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,justinelaura,492
Celine Dion,Philippines,2016-04-26,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/b161fc4540846e41e7eefce75378d59e_1.mp4,vid,,False,en,en,0,3,0,1,2,9,687212,https://www.redkaraoke.com/profile/leijustinetaracina/recordings/687212,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7292239_2.gif,2,leijustinetaracina,545
Celine Dion,Rica,2016-07-26,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/464a0f987f7dcb7bf06fdb17f938e275_1.mp3,mp3,,False,es,en,0,2,3,1,1,3,2061751,https://www.redkaraoke.com/profile/nanymoran/recordings/2061751,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,nanymoran,454
Celine Dion,USA,2016-09-29,https://www.redkaraoke.com/data/vid/en/11827/e86b09adc31acab374266fc7e004e640_1.mp4,vid,,False,en,en,0,1,0,1,2,7,875525,https://www.redkaraoke.com/profile/mannmonika/recordings/875525,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,mannmonika,389
Celine Dion,Spain,2015-02-14,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/63d35dc7803a6087c85807bc15249275_1.mp3,mp3,woman,False,es,en,1,342,239,1,2980,34,1752885,https://www.redkaraoke.com/profile/natala/recordings/1752885,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic29546_39.gif,9,natala,982
Celine Dion,Turkey,2016-05-14,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/893fc85b5a004843da09560f22ecb2f4_1.mp3,mp3,woman,False,en,en,0,2,0,1,2,8,712399,https://www.redkaraoke.com/profile/acelyamiraaslan/recordings/712399,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7245402_1.gif,2,acelyamiraaslan,527
Celine Dion,Emirates,2016-07-12,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/17cd3b619159b4f825d3baed83d34c22_1.mp3,mp3,woman,False,en,en,0,3,1,1,5,1,788117,https://www.redkaraoke.com/profile/judelynfloresmahinayalfe/recordings/788117,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7688908_1.gif,2,judelynfloresmahinayalfe,468
Celine Dion,Nigeria,2016-05-15,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/b40e2b8e32d797cf479932d855439c0c_1.mp3,mp3,,False,en,en,0,1,3,1,3,13,713953,https://www.redkaraoke.com/profile/koko-yata/recordings/713953,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,koko-yata,526
Celine Dion,Georgia,2011-07-13,https://www.redkaraoke.com/data/mp3/en/11827/e59a160f9bba700151063fc074e005bf_1.mp3,mp3,woman,False,en,en,0,0,0,2,8,129,97364,https://www.redkaraoke.com/profile/ninutsa/recordings/97364,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/mujerpequena.jpg,2,ninutsa,2294
Celine Dion,India,2016-02-24,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/175f58f5e4f83d91ebcc055e39947fc7_1.mp4,vid,,False,en,en,0,3,0,1,1,6,600953,https://www.redkaraoke.com/profile/bhavik11223344/recordings/600953,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,bhavik11223344,607
Celine Dion,India,2016-03-24,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/779a729082a466c2f3b18b6d5c651274_1.mp3,mp3,woman,False,en,en,0,3,0,1,2,27,639404,https://www.redkaraoke.com/profile/pranjalb9/recordings/639404,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6898109_1.gif,2,pranjalb9,578
Celine Dion,Philippines,2016-06-11,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/16e9ea1a323e21d97720185482664016_1.mp4,vid,,False,en,en,0,3,0,1,1,2,750002,https://www.redkaraoke.com/profile/gieannoliver/recordings/750002,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7809168_1.gif,2,gieannoliver,499
Celine Dion,Philippines,2016-06-24,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/c80b478273eb74f8e9f81536aeebade8_1.mp4,vid,woman,False,en,en,0,5,4,1,1,4,766742,https://www.redkaraoke.com/profile/nnylysiadairamatnas/recordings/766742,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7942304_1.gif,2,nnylysiadairamatnas,486
Celine Dion,Barbados,2016-08-04,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/8aefe208edc40633ce0c267aeb088c51_1.mp4,vid,,False,en,en,0,5,1,1,1,3,815606,https://www.redkaraoke.com/profile/hillman_1/recordings/815606,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8216340_1.gif,2,hillman_1,445
Celine Dion,Colombia,2017-03-18,https://www.redkaraoke.com/data/vid/es/11827/759e78164903b40215c3270a8cc01125_1.mp4,vid,,False,es,en,0,3,0,1,2,6,2255710,https://www.redkaraoke.com/profile/totovip/recordings/2255710,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,totovip,219
Celine Dion,Singapore,2016-04-26,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/25e27c23ed5b25385550710737586459_1.mp3,mp3,woman,False,en,en,0,4,0,1,2,11,687280,https://www.redkaraoke.com/profile/chelle-annnacion/recordings/687280,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7293765_1.gif,2,chelle-annnacion,545
Celine Dion,Kingdom,2014-05-24,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/dc52831f4e2685f83dd6ff90ea9bad4d_1.mp3,mp3,woman,False,en,en,1,32,1,1,84,71,321883,https://www.redkaraoke.com/profile/jel1987/recordings/321883,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic516398_1.gif,2,jel1987,1248
Celine Dion,Spain,2010-12-20,https://www.redkaraoke.com/data/mp3/es/11827/76820cc1a080b6402113832048b4f3a6_1.mp3,mp3,woman,False,es,en,0,0,0,1,17,94,929112,https://www.redkaraoke.com/profile/tatuforever/recordings/929112,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic555499_1.gif,2,tatuforever,2499
Celine Dion,Malaysia,2016-04-06,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/73da183c1919779c3f701194cd170ef3_1.mp4,vid,,False,en,en,0,3,0,1,1,4,658387,https://www.redkaraoke.com/profile/pandulalu/recordings/658387,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,pandulalu,565
Celine Dion,Italy,2014-09-12,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/fa00bc3c59c0021e9265b3c61cb719ad_1.mp3,mp3,woman,False,en,en,1,2,1,1,1,26,364719,https://www.redkaraoke.com/profile/eeoizoid/recordings/364719,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic4090125_3.gif,2,eeoizoid,1137
Celine Dion,Spain,2016-05-10,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/d558e6f9f4b1fadae9243f322b7c6855_1.mp3,mp3,man,False,es,en,0,1,1,1,7,13,1999914,https://www.redkaraoke.com/profile/alexruizvi22/recordings/1999914,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/hombrepequeno.jpg,2,alexruizvi22,531
Celine Dion,Portugal,2014-05-09,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/48d7d13ae8cb80e922a05722ab00a441_1.mp3,mp3,,False,en,en,0,0,0,1,2,29,315997,https://www.redkaraoke.com/profile/joaoruivo1992/recordings/315997,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,joaoruivo1992,1263
Celine Dion,Philippines,2016-07-15,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/0bec4fcc37d0b503f90181d71e90c504_1.mp4,vid,woman,False,en,en,0,3,0,1,1,11,791666,https://www.redkaraoke.com/profile/kylagaildgsalvacion/recordings/791666,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8154816_1.gif,2,kylagaildgsalvacion,465
Celine Dion,India,2016-01-31,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/0723ab170c69af2b26c5c13ecfd97fb5_1.mp3,mp3,woman,False,en,en,0,3,4,1,5,10,569443,https://www.redkaraoke.com/profile/CelinaFernandes/recordings/569443,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6316145_3.gif,2,CelinaFernandes,631
Celine Dion,Bangladesh,2017-07-23,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/ac39d47e11df32db238031c7a3019ad2_1.mp3,mp3,woman,False,en,en,0,5,0,2,1,19,1156519,https://www.redkaraoke.com/profile/nazatali/recordings/1156519,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic11280864_2.gif,2,nazatali,92
Celine Dion,Philippines,2016-04-12,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/6a7c097fda17ed3acf761ecc18632956_1.mp4,vid,,False,en,en,2,22,4,1,22,17,667990,https://www.redkaraoke.com/profile/annie35/recordings/667990,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6674903_1.gif,2,annie35,559
Celine Dion,Nigeria,2016-05-13,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/afa18002ea444e1d2014af9043c56fc2_1.mp3,mp3,,False,en,en,2,11,11,1,21,18,711239,https://www.redkaraoke.com/profile/swheethy/recordings/711239,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,swheethy,528
Celine Dion,Ireland,2016-06-19,https://www.redkaraoke.com/data/vid/en/11827/6555ab16f9ad0e5c2f9c65a1513ff72f_1.mp4,vid,,False,en,en,0,2,0,1,1,1,760398,https://www.redkaraoke.com/profile/fionnwalsh/recordings/760398,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,fionnwalsh,491
Celine Dion,USA,2016-02-27,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/4a2edf21ec83a189fa1cc1a41ecc01f2_1.mp4,vid,,False,en,en,0,5,1,1,4,1,604891,https://www.redkaraoke.com/profile/cancel9/recordings/604891,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6627828_1.gif,2,cancel9,604
Celine Dion,Indonesia,2016-04-05,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/455f767953576840be681a7a839c5e23_1.mp4,vid,woman,False,en,en,0,7,0,1,5,34,657178,https://www.redkaraoke.com/profile/arramariska/recordings/657178,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7027142_1.gif,2,arramariska,566
Celine Dion,Philippines,2016-08-18,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/1983ea456a1b1246ce6081e31bdd78d2_1.mp4,vid,,False,en,en,0,2,0,1,2,4,831561,https://www.redkaraoke.com/profile/angieenteraebora/recordings/831561,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8228413_1.gif,2,angieenteraebora,431
Celine Dion,Emirates,2015-10-06,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/ffe27e16edc84c95925d3f0b715d0045_1.mp4,vid,,False,en,en,1,0,0,1,1,32,487427,https://www.redkaraoke.com/profile/jennyrose_20/recordings/487427,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,jennyrose_20,748
Celine Dion,USA,2016-06-12,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/78274de5f03c6b1263bac0ab1e4fe246_1.mp4,vid,woman,False,en,en,2,285,66,1,827,18,751505,https://www.redkaraoke.com/profile/shawnswife/recordings/751505,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic2955813_6.gif,9,shawnswife,498
Celine Dion,Pakistan,2016-01-07,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/1321a045cfeb471470e6c3fa5681b919_1.mp4,vid,woman,False,en,en,1,2,0,1,1,133,545841,https://www.redkaraoke.com/profile/soofia_shakil/recordings/545841,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic6078789_2.gif,2,soofia_shakil,655
Celine Dion,Algeria,2016-01-25,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/1216a01bccefe20aa9200cd70d1fceee_1.mp4,vid,,False,en,en,0,9,0,1,2,8,562565,https://www.redkaraoke.com/profile/TiffanyHwangKorea/recordings/562565,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,TiffanyHwangKorea,637
Celine Dion,Emirates,2016-04-17,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/e9a6bf5caa56bd125d2d8283bf6ba871_1.mp4,vid,,False,en,en,0,3,0,1,5,4,674479,https://www.redkaraoke.com/profile/mithu00/recordings/674479,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,mithu00,554
Celine Dion,Panama,2016-07-22,https://www.redkaraoke.com/data/vid/es/11827/9886a6cb3297528568fe375a21e4d2f1_1.mp4,vid,woman,False,es,en,0,4,1,1,2,3,2058131,https://www.redkaraoke.com/profile/gabrielapatricia/recordings/2058131,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8231534_1.gif,2,gabrielapatricia,458
Celine Dion,USA,2016-08-17,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/b5cb1330204645fe4b1613e9ddc34d41_1.mp4,vid,,False,en,en,0,1,0,1,2,5,830608,https://www.redkaraoke.com/profile/lindajones_1/recordings/830608,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8502243_1.gif,2,lindajones_1,432
Celine Dion,Indonesia,2016-03-02,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/bc48ac5bd4aea8887c87092bd0fde26f_1.mp4,vid,,False,en,en,0,3,0,1,1,4,610395,https://www.redkaraoke.com/profile/riskasabrina/recordings/610395,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,riskasabrina,600
Celine Dion,Oman,2016-05-19,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/da8534ca2bf73af631174d5eadea8281_1.mp3,mp3,woman,False,en,en,0,2,0,1,1,1,719729,https://www.redkaraoke.com/profile/soosaal-riyamia/recordings/719729,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7120414_1.gif,2,soosaal-riyamia,522
Celine Dion,USA,2016-06-30,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/bd61b1ceb960250021b27c5bb08f1cb3_1.mp4,vid,man,False,en,en,0,2,0,1,1,0,774073,https://www.redkaraoke.com/profile/jamescsanders/recordings/774073,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8001055_1.gif,2,jamescsanders,480
Celine Dion,Australia,2016-07-12,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/38b29c2dc751ffdd51edead6a12f4c2c_1.mp3,mp3,woman,False,en,en,0,4,1,1,3,4,787864,https://www.redkaraoke.com/profile/annamaria_6/recordings/787864,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8122206_1.gif,2,annamaria_6,468
Celine Dion,Spain,2010-10-09,https://www.redkaraoke.com/data/mp3/es/11827/575d2dee0f1381eecf1c811552e15a76_1.mp3,mp3,man,False,es,en,1,1,1,1,137,105,865575,https://www.redkaraoke.com/profile/tibu80/recordings/865575,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic341740_1.gif,2,tibu80,2571
Celine Dion,Malaysia,2016-06-04,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/89a8acca2fd2fa43611e070a4c1b4437_1.mp4,vid,,False,en,en,0,1,0,1,1,4,741125,https://www.redkaraoke.com/profile/ceciliapinyang/recordings/741125,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7735966_1.gif,2,ceciliapinyang,506
Celine Dion,USA,2016-03-18,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/c0faf480dd76f176f8dce1818ffb2ad2_1.mp4,vid,,False,en,en,0,1,0,1,21,8,631413,https://www.redkaraoke.com/profile/lydiaisthebest/recordings/631413,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,lydiaisthebest,584
Celine Dion,Kingdom,2015-05-14,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/135c21558a63835f34c4e6f8dbf7544b_1.mp3,mp3,,False,en,en,0,8,0,1,8,48,442467,https://www.redkaraoke.com/profile/kikimay2015/recordings/442467,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,kikimay2015,893
Celine Dion,Oman,2016-05-14,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/6d1833698ec7717ba83db4170a129d37_1.mp4,vid,woman,False,en,en,0,3,2,1,2,28,712282,https://www.redkaraoke.com/profile/maylynacuna/recordings/712282,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7001665_1.gif,2,maylynacuna,527
Celine Dion,Algeria,2016-05-29,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/49c63ec3a9b59a619507e3b77db8dde1_1.mp4,vid,,False,en,en,0,3,0,1,1,0,733549,https://www.redkaraoke.com/profile/mariahaiou/recordings/733549,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7676897_1.gif,2,mariahaiou,512
Celine Dion,Brazil,2016-04-09,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/bd2a0436db096ebf324acf32f64762c3_1.mp4,vid,man,False,en,en,0,3,0,1,4,7,663684,https://www.redkaraoke.com/profile/ngalter/recordings/663684,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/hombrepequeno.jpg,2,ngalter,562
Celine Dion,Canada,2017-05-31,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/d20f07b1346c3496349638e3c82b0d34_1.mp4,vid,,False,en,en,0,4,0,2,3,129,1111127,https://www.redkaraoke.com/profile/Mohna_1/recordings/1111127,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,Mohna_1,145
Celine Dion,Kingdom,2014-10-07,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/ca8c2950d605e2b458ffefe5063a4a72_1.mp4,vid,,False,en,en,0,24,1,1,54,33,371968,https://www.redkaraoke.com/profile/klhowe/recordings/371968,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,klhowe,1112
Celine Dion,Netherlands,2017-05-28,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/6ae4f12ef1c16b7b3528ce3ff0a3012d_1.mp3,mp3,,False,en,en,0,3,2,1,2,13,1108630,https://www.redkaraoke.com/profile/meanchavezsadian/recordings/1108630,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic10352495_1.gif,2,meanchavezsadian,148
Celine Dion,Malaysia,2016-04-07,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/c83544f9ef59321bb78564fe10987668_1.mp4,vid,woman,False,en,en,0,2,1,1,1,12,659873,https://www.redkaraoke.com/profile/eillyne/recordings/659873,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7049899_1.gif,2,eillyne,564
Celine Dion,Egypt,2016-01-20,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/9b1fce660effd4168e45c182d60b3911_1.mp3,mp3,,False,en,en,0,3,3,1,3,14,557538,https://www.redkaraoke.com/profile/divanado/recordings/557538,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,divanado,642
Celine Dion,Russia,2016-04-17,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/d4dbb59dde3f47ad0efc86c39a111406_1.mp4,vid,woman,False,en,en,0,3,0,1,1,6,674336,https://www.redkaraoke.com/profile/kseniakazanzeva/recordings/674336,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7179272_1.gif,2,kseniakazanzeva,554
Celine Dion,USA,2016-07-03,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/15016aae758bb791cd7ffed94767d929_1.mp4,vid,,False,en,en,0,4,2,1,1,2,777648,https://www.redkaraoke.com/profile/ambhess/recordings/777648,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7849015_1.gif,2,ambhess,477
Celine Dion,Indonesia,2016-08-13,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/0a9bfe022d97ceb94f54e3c466de2f27_1.mp3,mp3,,False,en,en,0,3,0,1,1,2,825500,https://www.redkaraoke.com/profile/nitawinda/recordings/825500,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,nitawinda,436
Celine Dion,Indonesia,2016-01-16,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/905a8fecdd22e36dfa4fc62d909e490b_1.mp4,vid,,False,en,en,0,2,0,1,2,4,553211,https://www.redkaraoke.com/profile/Ismailmarzuki/recordings/553211,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,Ismailmarzuki,646
Celine Dion,Spain,2017-06-27,https://www.redkaraoke.com/data/vid/es/11827/b7ff42c42dc42c272ee5b76e6db23cc6_1.mp4,vid,man,False,es,en,0,89,183,1,106,39,2339658,https://www.redkaraoke.com/profile/sebyxerrato/recordings/2339658,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic10165724_2.gif,9,sebyxerrato,118
Celine Dion,Africa,2017-09-15,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/2f88ec1a99a942fce16930e51087b8bf_1.mp4,vid,,False,en,en,2,3,2,2,2,48,1197959,https://www.redkaraoke.com/profile/Niesie/recordings/1197959,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,Niesie,38
Celine Dion,Panama,2011-11-29,https://s3.amazonaws.com/redkaraoke/data/mp3/11827/3e2fb2eb24f818cc4fd2f62107b343db_1.mp3,mp3,woman,False,es,en,1,47,1,1,422,101,1236297,https://www.redkaraoke.com/profile/liavictoria89/recordings/1236297,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic336276_6.gif,2,liavictoria89,2155
Celine Dion,Poland,2016-04-24,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/aea2fc02204b609f2e456e173711c88f_1.mp3,mp3,,False,en,en,0,3,0,1,4,2,683997,https://www.redkaraoke.com/profile/niedzielka/recordings/683997,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,niedzielka,547
Celine Dion,Philippines,2016-08-21,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/47b3afda5b5c60e0d6aee254f9ad4cce_1.mp3,mp3,woman,False,en,en,0,1,0,1,3,9,835201,https://www.redkaraoke.com/profile/Donsky24/recordings/835201,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic8531475_1.gif,2,Donsky24,428
Celine Dion,Indonesia,2016-04-07,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/13a2f45a96fd8ebc57ac4a9b81cb6f19_1.mp3,mp3,,False,en,en,0,2,0,1,2,12,659703,https://www.redkaraoke.com/profile/hastikaratnasari/recordings/659703,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7048269_1.gif,2,hastikaratnasari,564
Celine Dion,USA,2016-05-27,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/8d6f76dca0e7692e6d58f8fbb3e7bd40_1.mp3,mp3,woman,False,en,en,0,1,0,1,2,6,730084,https://www.redkaraoke.com/profile/danipoo97/recordings/730084,My heart will go on,https://d4rgvppl55fks.cloudfront.net/forum/customprofilepics/profilepic7650140_1.gif,2,danipoo97,514
Celine Dion,USA,2016-06-22,https://s3.amazonaws.com/redkaraokecom/data/mp3/11827/53a13c683e947c220bc9760b06b356ed_1.mp3,mp3,,False,en,en,0,2,0,1,1,2,763856,https://www.redkaraoke.com/profile/shammay_11/recordings/763856,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,shammay_11,488
Celine Dion,Poland,2016-05-23,https://s3.amazonaws.com/redkaraokecom/data/vid/11827/13d9d0289ff04e095b66309242c23635_1.mp4,vid,,False,en,en,0,2,0,1,1,1,725342,https://www.redkaraoke.com/profile/martka112/recordings/725342,My heart will go on,https://d4rgvppl55fks.cloudfront.net/es/img3/neutropequeno.jpg,2,martka112,518
